order_id,customer_id,order_date,amount,product_id,product_category
ORD00086,CUST0087,2025-06-08,379.55,PROD4703,Fashion
ORD00087,CUST0233,2024-10-11,449.46,PROD9764,Books
ORD00088,CUST0430,2022-03-18,99.77,PROD1736,Fashion
ORD00089,CUST0252,2024-04-30,95.74,PROD2636,Electronics
ORD00090,CUST0383,2021-08-23,295.02,PROD1471,Books
ORD00091,CUST0461,2021-01-19,445.62,PROD1486,Electronics
ORD00092,CUST0309,2024-05-26,371.54,PROD1106,Beauty
ORD00093,CUST0198,2024-02-08,300.74,PROD1878,Beauty
ORD00094,CUST0095,2022-06-11,109.0,PROD4996,Beauty
ORD00095,CUST0085,2021-07-11,462.73,PROD4626,Toys
ORD00096,CUST0478,2024-07-06,45.23,PROD9914,Electronics
ORD00097,CUST0496,2023-08-10,464.15,PROD9106,Books
ORD00098,CUST0358,2025-06-13,307.97,PROD8116,Electronics
ORD00099,CUST0481,2022-03-08,47.15,PROD5145,Fashion
ORD00100,CUST0353,2022-05-08,330.72,PROD9589,Electronics
ORD00101,CUST0214,2022-02-19,458.35,PROD7761,Books
ORD00102,CUST0183,2022-10-08,132.45,PROD2895,Beauty
ORD00103,CUST0348,2022-04-20,52.75,PROD9105,Home
ORD00104,CUST0232,2025-05-05,62.97,PROD9661,Electronics
ORD00105,CUST0023,2021-11-28,368.46,PROD3018,Toys
ORD00106,CUST0236,2025-08-29,308.06,PROD3689,Toys
ORD00107,CUST0177,2023-09-06,253.17,PROD7750,Fashion
ORD00108,CUST0372,2022-05-09,365.11,PROD4641,Home
ORD00109,CUST0491,2021-06-08,57.67,PROD6701,Beauty
ORD00110,CUST0265,2021-10-01,131.25,PROD5633,Fashion
ORD00111,CUST0372,2023-07-31,112.13,PROD5054,Home
ORD00112,CUST0445,2021-04-07,27.99,PROD9330,Home
ORD00113,CUST0146,2020-12-05,125.29,PROD3134,Toys
ORD00114,CUST0046,2022-08-03,364.42,PROD7793,Electronics
ORD00115,CUST0273,2020-11-05,346.55,PROD2445,Books
ORD00116,CUST0452,2025-07-03,266.33,PROD6749,Beauty
ORD00117,CUST0118,2023-06-05,20.57,PROD3220,Home
ORD00118,CUST0016,2024-05-17,208.83,PROD2107,Beauty
ORD00119,CUST0397,2022-05-02,51.79,PROD2741,Fashion
ORD00120,CUST0470,2020-11-06,383.51,PROD2819,Electronics
ORD00121,CUST0437,2022-09-23,290.14,PROD7921,Books
ORD00122,CUST0373,2021-03-29,404.87,PROD3139,Fashion
ORD00123,CUST0494,2023-10-02,146.81,PROD4597,Beauty
ORD00124,CUST0191,2024-02-24,300.07,PROD4227,Toys
ORD00125,CUST0129,2025-03-13,346.87,PROD7056,Home
ORD00126,CUST0225,2022-02-27,352.21,PROD7237,Books
ORD00127,CUST0399,2022-02-06,243.91,PROD5525,Fashion
ORD00128,CUST0451,2025-01-15,429.75,PROD3812,Electronics
ORD00129,CUST0021,2024-10-13,84.09,PROD4123,Toys
ORD00130,CUST0428,2022-05-24,353.07,PROD5735,Books
ORD00131,CUST0316,2022-10-10,274.14,PROD8041,Fashion
ORD00132,CUST0410,2022-05-21,150.45,PROD8077,Home
ORD00133,CUST0219,2023-06-27,385.97,PROD4651,Electronics
ORD00134,CUST0208,2023-10-10,357.86,PROD4382,Toys
ORD00135,CUST0488,2025-05-19,392.08,PROD7738,Toys
ORD00136,CUST0013,2021-10-21,341.27,PROD9775,Fashion
ORD00137,CUST0318,2021-05-06,170.71,PROD7572,Toys
ORD00138,CUST0076,2023-01-30,480.03,PROD8057,Home
ORD00139,CUST0133,2024-11-30,324.17,PROD6296,Home
ORD00140,CUST0279,2021-07-21,146.25,PROD2068,Beauty
ORD00141,CUST0190,2025-03-16,317.41,PROD2153,Electronics
ORD00142,CUST0405,2021-10-25,365.45,PROD4384,Fashion
ORD00143,CUST0295,2024-01-01,335.66,PROD3827,Home
ORD00144,CUST0311,2024-01-18,119.1,PROD9353,Electronics
ORD00145,CUST0314,2020-10-24,491.63,PROD5531,Home
ORD00146,CUST0058,2025-01-18,193.17,PROD2735,Beauty
ORD00147,CUST0313,2022-03-05,234.74,PROD3933,Home
ORD00148,CUST0068,2025-06-09,149.39,PROD9271,Fashion
ORD00149,CUST0306,2021-06-22,394.02,PROD4822,Toys
ORD00150,CUST0371,2024-06-02,235.46,PROD2007,Books
ORD00151,CUST0033,2025-07-26,254.2,PROD6673,Home
ORD00152,CUST0434,2023-04-28,384.95,PROD8713,Toys
ORD00153,CUST0331,2023-10-05,122.02,PROD9841,Fashion
ORD00154,CUST0147,2024-11-29,281.28,PROD6457,Books
ORD00155,CUST0072,2024-08-30,213.07,PROD5452,Home
ORD00156,CUST0132,2023-02-18,141.71,PROD2730,Toys
ORD00157,CUST0446,2023-03-12,420.35,PROD1647,Fashion
ORD00158,CUST0451,2022-11-12,446.86,PROD2171,Beauty
ORD00159,CUST0426,2024-12-26,229.02,PROD4227,Home
ORD00160,CUST0071,2022-03-01,241.22,PROD3582,Fashion
ORD00161,CUST0072,2021-04-20,134.97,PROD5580,Beauty
ORD00162,CUST0202,2025-09-18,417.43,PROD8957,Electronics
ORD00163,CUST0019,2020-10-17,400.73,PROD2087,Books
ORD00164,CUST0499,2024-05-02,306.56,PROD7330,Books
ORD00165,CUST0101,2022-12-28,447.13,PROD6696,Home
ORD00166,CUST0230,2021-09-06,382.54,PROD6436,Home
ORD00167,CUST0228,2024-01-17,251.39,PROD7042,Electronics
ORD00168,CUST0261,2024-07-19,204.82,PROD7439,Electronics
ORD00169,CUST0325,2021-06-07,44.56,PROD3252,Home
ORD00170,CUST0139,2021-10-28,161.57,PROD1144,Home
ORD00171,CUST0184,2023-12-06,358.35,PROD2409,Books
ORD00172,CUST0451,2022-11-17,87.1,PROD4107,Fashion
ORD00173,CUST0169,2022-04-05,414.12,PROD3697,Fashion
ORD00174,CUST0194,2020-11-17,356.48,PROD1651,Electronics
ORD00175,CUST0457,2023-04-01,36.55,PROD7882,Books
ORD00176,CUST0379,2023-02-15,275.79,PROD3845,Home
ORD00177,CUST0435,2025-09-24,310.12,PROD8167,Electronics
ORD00178,CUST0080,2022-06-27,205.59,PROD8463,Toys
ORD00179,CUST0229,2024-03-11,185.14,PROD9860,Home
ORD00180,CUST0153,2021-10-31,248.67,PROD1926,Home
ORD00181,CUST0340,2020-10-31,315.81,PROD2547,Home
ORD00182,CUST0013,2023-06-26,444.85,PROD1610,Beauty
ORD00183,CUST0114,2025-01-12,328.92,PROD4865,Home
ORD00184,CUST0280,2025-05-28,487.35,PROD2155,Books
ORD00185,CUST0156,2022-07-22,335.75,PROD3610,Fashion
ORD00186,CUST0321,2022-03-09,18.83,PROD2553,Fashion
ORD00187,CUST0266,2025-04-22,140.21,PROD9662,Electronics
ORD00188,CUST0436,2021-06-16,346.41,PROD2807,Home
ORD00189,CUST0024,2025-01-07,494.99,PROD2491,Fashion
ORD00190,CUST0305,2025-08-05,469.53,PROD5033,Toys
ORD00191,CUST0466,2021-10-05,171.46,PROD3046,Toys
ORD00192,CUST0017,2021-01-19,89.23,PROD2416,Books
ORD00193,CUST0318,2022-11-27,10.91,PROD2498,Home
ORD00194,CUST0442,2023-11-13,268.55,PROD7166,Fashion
ORD00195,CUST0007,2021-10-08,25.2,PROD5965,Beauty
ORD00196,CUST0360,2022-05-30,482.51,PROD4650,Fashion
ORD00197,CUST0479,2025-04-23,127.87,PROD6030,Fashion
ORD00198,CUST0254,2023-04-21,477.12,PROD6399,Home
ORD00199,CUST0361,2022-11-24,495.72,PROD6886,Electronics
ORD00200,CUST0022,2025-07-25,96.93,PROD4351,Home
ORD00201,CUST0499,2022-11-15,81.96,PROD2451,Electronics
ORD00202,CUST0437,2022-11-09,383.25,PROD7256,Electronics
ORD00203,CUST0351,2023-10-31,25.15,PROD1365,Home
ORD00204,CUST0072,2024-07-07,421.23,PROD1204,Toys
ORD00205,CUST0250,2022-06-17,480.9,PROD4777,Electronics
ORD00206,CUST0465,2023-05-09,240.6,PROD4505,Home
ORD00207,CUST0343,2020-10-16,276.53,PROD4371,Home
ORD00208,CUST0148,2021-06-29,367.59,PROD6785,Toys
ORD00209,CUST0184,2024-01-07,487.11,PROD2646,Home
ORD00210,CUST0344,2024-08-17,357.17,PROD6302,Home
ORD00211,CUST0133,2023-10-16,366.83,PROD2238,Books
ORD00212,CUST0424,2025-01-14,96.18,PROD6815,Home
ORD00213,CUST0380,2022-09-11,45.79,PROD2373,Electronics
ORD00214,CUST0262,2022-05-09,274.43,PROD5258,Toys
ORD00215,CUST0186,2025-02-21,131.05,PROD5287,Home
ORD00216,CUST0212,2021-05-08,276.4,PROD6561,Home
ORD00217,CUST0245,2021-09-12,246.01,PROD8883,Books
ORD00218,CUST0337,2024-11-01,492.09,PROD5339,Books
ORD00219,CUST0466,2024-05-05,324.79,PROD4257,Fashion
ORD00220,CUST0364,2023-11-27,145.69,PROD3713,Beauty
ORD00221,CUST0147,2022-05-17,260.93,PROD1689,Toys
ORD00222,CUST0398,2024-08-14,119.16,PROD6382,Home
ORD00223,CUST0494,2021-12-14,435.34,PROD4073,Home
ORD00224,CUST0446,2022-11-07,135.38,PROD7373,Fashion
ORD00225,CUST0255,2022-04-29,493.78,PROD1989,Toys
ORD00226,CUST0460,2021-02-20,25.14,PROD5023,Toys
ORD00227,CUST0475,2023-08-12,333.35,PROD6073,Beauty
ORD00228,CUST0160,2023-06-29,101.26,PROD5463,Fashion
ORD00229,CUST0134,2025-07-14,37.54,PROD7862,Fashion
ORD00230,CUST0384,2021-07-19,155.02,PROD9242,Fashion
ORD00231,CUST0154,2021-05-01,450.47,PROD2413,Fashion
ORD00232,CUST0143,2021-11-12,254.7,PROD5409,Beauty
ORD00233,CUST0200,2023-03-06,90.67,PROD4162,Toys
ORD00234,CUST0462,2023-08-19,464.48,PROD3062,Beauty
ORD00235,CUST0435,2024-12-05,113.77,PROD6093,Beauty
ORD00236,CUST0417,2023-12-07,227.14,PROD4809,Beauty
ORD00237,CUST0346,2023-10-15,231.88,PROD2054,Beauty
ORD00238,CUST0075,2021-08-17,18.33,PROD4380,Electronics
ORD00239,CUST0054,2021-11-11,65.14,PROD9411,Fashion
ORD00240,CUST0338,2024-12-22,451.69,PROD1449,Fashion
ORD00241,CUST0044,2023-12-19,233.09,PROD5363,Electronics
ORD00242,CUST0407,2024-11-14,475.3,PROD9136,Books
ORD00243,CUST0416,2023-04-10,330.23,PROD2235,Fashion
ORD00244,CUST0225,2020-12-29,483.43,PROD3332,Toys
ORD00245,CUST0123,2025-06-24,354.97,PROD9648,Books
ORD00246,CUST0212,2025-01-02,173.18,PROD4509,Beauty
ORD00247,CUST0303,2025-05-18,466.96,PROD3812,Toys
ORD00248,CUST0324,2025-08-11,391.47,PROD6103,Electronics
ORD00249,CUST0198,2025-06-27,469.5,PROD4131,Toys
ORD00250,CUST0319,2024-09-20,111.2,PROD1069,Beauty
ORD00251,CUST0200,2025-09-07,19.85,PROD2852,Fashion
ORD00252,CUST0239,2021-09-02,357.59,PROD8722,Electronics
ORD00253,CUST0046,2022-02-01,187.32,PROD2476,Electronics
ORD00254,CUST0058,2022-12-31,293.31,PROD5827,Beauty
ORD00255,CUST0438,2021-12-02,344.52,PROD2352,Fashion
ORD00256,CUST0455,2023-12-01,279.01,PROD7586,Electronics
ORD00257,CUST0006,2024-10-10,436.01,PROD4728,Home
ORD00258,CUST0028,2023-08-02,116.67,PROD2469,Beauty
ORD00259,CUST0323,2023-07-24,25.67,PROD4786,Fashion
ORD00260,CUST0308,2021-02-19,203.64,PROD4258,Beauty
ORD00261,CUST0175,2021-04-11,131.6,PROD6394,Toys
ORD00262,CUST0376,2022-10-07,344.78,PROD4397,Home
ORD00263,CUST0131,2021-07-11,403.43,PROD9345,Toys
ORD00264,CUST0286,2023-12-05,207.04,PROD4159,Beauty
ORD00265,CUST0098,2022-07-07,31.16,PROD2685,Fashion
ORD00266,CUST0364,2023-11-24,403.43,PROD6383,Books
ORD00267,CUST0324,2025-09-22,68.39,PROD7681,Home
ORD00268,CUST0298,2025-02-17,44.64,PROD4820,Fashion
ORD00269,CUST0477,2023-01-31,417.76,PROD7787,Toys
ORD00270,CUST0317,2024-10-02,490.64,PROD9379,Toys
ORD00271,CUST0384,2021-12-13,275.85,PROD2765,Books
ORD00272,CUST0248,2025-08-19,226.85,PROD1304,Beauty
ORD00273,CUST0453,2024-08-11,493.21,PROD6118,Toys
ORD00274,CUST0139,2024-06-19,286.19,PROD4446,Beauty
ORD00275,CUST0496,2023-11-08,298.83,PROD7599,Toys
ORD00276,CUST0073,2021-12-20,212.42,PROD8498,Toys
ORD00277,CUST0204,2021-12-15,187.78,PROD1924,Books
ORD00278,CUST0483,2025-02-26,132.53,PROD3204,Beauty
ORD00279,CUST0322,2023-08-27,286.88,PROD5671,Fashion
ORD00280,CUST0167,2025-04-16,379.27,PROD9711,Fashion
ORD00281,CUST0357,2024-05-23,247.49,PROD1692,Home
ORD00282,CUST0071,2022-02-12,230.22,PROD2753,Electronics
ORD00283,CUST0374,2023-12-21,418.09,PROD4757,Electronics
ORD00284,CUST0318,2024-10-24,199.58,PROD7455,Electronics
ORD00285,CUST0111,2022-08-19,154.69,PROD7702,Electronics
ORD00286,CUST0441,2023-08-24,86.02,PROD1003,Books
ORD00287,CUST0392,2020-10-18,280.95,PROD8333,Beauty
ORD00288,CUST0306,2020-10-19,117.0,PROD5097,Electronics
ORD00289,CUST0279,2025-05-16,453.36,PROD4601,Fashion
ORD00290,CUST0024,2024-07-21,193.04,PROD2442,Electronics
ORD00291,CUST0146,2023-03-10,300.93,PROD4855,Books
ORD00292,CUST0060,2022-06-18,110.08,PROD7601,Home
ORD00293,CUST0294,2023-01-30,227.99,PROD1635,Toys
ORD00294,CUST0425,2025-09-21,498.98,PROD8124,Fashion
ORD00295,CUST0164,2021-02-26,44.76,PROD2417,Home
ORD00296,CUST0191,2021-02-21,394.06,PROD3861,Electronics
ORD00297,CUST0403,2022-02-23,12.76,PROD3890,Home
ORD00298,CUST0483,2023-06-19,211.5,PROD3460,Electronics
ORD00299,CUST0283,2024-08-11,319.41,PROD7411,Home
ORD00300,CUST0291,2023-10-04,307.83,PROD6421,Beauty
ORD00301,CUST0237,2020-10-18,303.63,PROD1411,Toys
ORD00302,CUST0401,2024-07-11,402.61,PROD8822,Toys
ORD00303,CUST0301,2023-02-03,38.45,PROD9488,Fashion
ORD00304,CUST0154,2022-09-10,233.0,PROD7737,Home
ORD00305,CUST0323,2024-05-28,328.16,PROD5544,Electronics
ORD00306,CUST0110,2024-07-22,136.93,PROD8741,Books
ORD00307,CUST0413,2023-10-01,304.9,PROD2858,Toys
ORD00308,CUST0469,2021-06-07,381.48,PROD6044,Toys
ORD00309,CUST0477,2021-05-01,406.57,PROD3531,Beauty
ORD00310,CUST0223,2023-04-09,125.63,PROD8445,Toys
ORD00311,CUST0450,2023-04-17,259.21,PROD1050,Toys
ORD00312,CUST0067,2023-05-27,394.93,PROD8894,Home
ORD00313,CUST0299,2021-12-23,285.28,PROD4356,Electronics
ORD00314,CUST0436,2025-04-04,108.24,PROD7375,Toys
ORD00315,CUST0088,2023-10-12,134.0,PROD3934,Fashion
ORD00316,CUST0384,2021-02-09,40.45,PROD6992,Home
ORD00317,CUST0268,2023-06-06,106.48,PROD3345,Toys
ORD00318,CUST0425,2024-10-31,307.14,PROD6145,Toys
ORD00319,CUST0147,2023-04-27,412.13,PROD7693,Home
ORD00320,CUST0347,2024-05-17,294.58,PROD5688,Electronics
ORD00321,CUST0456,2020-11-07,138.24,PROD8719,Books
ORD00322,CUST0235,2020-12-18,213.01,PROD8284,Beauty
ORD00323,CUST0278,2024-05-03,95.26,PROD2560,Books
ORD00324,CUST0074,2024-01-23,183.97,PROD8079,Toys
ORD00325,CUST0051,2024-05-31,273.76,PROD5195,Fashion
ORD00326,CUST0120,2021-06-17,91.75,PROD9509,Toys
ORD00327,CUST0296,2023-06-05,268.68,PROD2854,Electronics
ORD00328,CUST0239,2023-01-29,136.28,PROD9369,Toys
ORD00329,CUST0476,2020-10-03,110.53,PROD5474,Books
ORD00330,CUST0419,2021-11-11,34.74,PROD3377,Toys
ORD00331,CUST0214,2025-05-17,211.31,PROD6735,Home
ORD00332,CUST0076,2021-06-21,22.57,PROD1510,Home
ORD00333,CUST0406,2022-12-27,174.89,PROD5864,Electronics
ORD00334,CUST0484,2023-04-23,381.67,PROD2679,Home
ORD00335,CUST0216,2024-04-03,477.88,PROD4594,Fashion
ORD00336,CUST0410,2024-06-27,482.59,PROD5801,Beauty
ORD00337,CUST0207,2021-05-17,270.49,PROD8264,Home
ORD00338,CUST0306,2024-03-24,72.37,PROD4583,Beauty
ORD00339,CUST0068,2024-12-30,321.27,PROD8649,Books
ORD00340,CUST0360,2020-10-11,241.3,PROD6109,Toys
ORD00341,CUST0242,2022-02-09,192.18,PROD9076,Beauty
ORD00342,CUST0478,2021-12-01,64.44,PROD4605,Home
ORD00343,CUST0241,2025-07-28,428.2,PROD8032,Electronics
ORD00344,CUST0265,2021-12-29,346.74,PROD2007,Electronics
ORD00345,CUST0244,2022-01-11,58.22,PROD6854,Toys
ORD00346,CUST0144,2024-10-14,479.74,PROD1577,Toys
ORD00347,CUST0178,2022-09-21,437.55,PROD5830,Books
ORD00348,CUST0040,2023-10-12,465.82,PROD2072,Electronics
ORD00349,CUST0085,2024-09-05,411.07,PROD8179,Fashion
ORD00350,CUST0318,2021-12-21,182.19,PROD5840,Electronics
ORD00351,CUST0497,2021-04-13,471.55,PROD2244,Books
ORD00352,CUST0286,2025-03-23,13.25,PROD3053,Books
ORD00353,CUST0102,2021-09-02,93.48,PROD5464,Books
ORD00354,CUST0182,2021-06-27,39.38,PROD3785,Toys
ORD00355,CUST0448,2023-01-30,25.0,PROD4119,Electronics
ORD00356,CUST0249,2023-10-18,247.04,PROD5251,Books
ORD00357,CUST0379,2023-03-24,287.74,PROD4361,Home
ORD00358,CUST0082,2025-03-20,359.17,PROD1827,Beauty
ORD00359,CUST0471,2025-02-10,299.28,PROD2355,Beauty
ORD00360,CUST0064,2022-09-05,138.9,PROD4715,Fashion
ORD00361,CUST0174,2025-01-28,194.51,PROD2637,Books
ORD00362,CUST0252,2021-10-28,119.93,PROD3613,Toys
ORD00363,CUST0115,2021-02-24,44.85,PROD2867,Electronics
ORD00364,CUST0467,2024-12-22,454.72,PROD5313,Toys
ORD00365,CUST0274,2025-04-18,440.8,PROD5044,Home
ORD00366,CUST0298,2024-10-27,156.03,PROD2982,Electronics
ORD00367,CUST0118,2021-09-19,290.84,PROD8868,Beauty
ORD00368,CUST0047,2024-10-21,484.06,PROD2531,Home
ORD00369,CUST0177,2023-10-24,64.58,PROD8090,Fashion
ORD00370,CUST0482,2025-04-30,487.11,PROD2802,Toys
ORD00371,CUST0023,2023-03-04,183.75,PROD6594,Beauty
ORD00372,CUST0216,2024-06-19,322.1,PROD9512,Electronics
ORD00373,CUST0277,2024-09-07,287.24,PROD9870,Beauty
ORD00374,CUST0489,2022-05-31,193.74,PROD3946,Toys
ORD00375,CUST0294,2024-12-05,230.13,PROD7855,Home
ORD00376,CUST0454,2022-10-29,77.21,PROD6439,Electronics
ORD00377,CUST0155,2024-09-27,137.52,PROD8745,Home
ORD00378,CUST0329,2024-03-09,483.28,PROD7053,Toys
ORD00379,CUST0003,2024-07-29,468.02,PROD6596,Fashion
ORD00380,CUST0181,2025-06-07,414.14,PROD2512,Beauty
ORD00381,CUST0290,2021-04-04,378.68,PROD2870,Toys
ORD00382,CUST0373,2020-12-19,258.67,PROD8214,Toys
ORD00383,CUST0355,2023-09-22,336.35,PROD2248,Books
ORD00384,CUST0327,2022-07-08,101.99,PROD2603,Electronics
ORD00385,CUST0143,2024-07-27,296.2,PROD3278,Toys
ORD00386,CUST0403,2023-01-12,276.97,PROD3447,Toys
ORD00387,CUST0459,2022-01-01,326.73,PROD3006,Toys
ORD00388,CUST0260,2022-07-25,296.85,PROD8308,Home
ORD00389,CUST0478,2025-03-22,236.36,PROD8339,Toys
ORD00390,CUST0362,2023-07-02,406.72,PROD5433,Fashion
ORD00391,CUST0380,2022-06-08,108.33,PROD1572,Toys
ORD00392,CUST0316,2023-11-14,370.13,PROD8401,Toys
ORD00393,CUST0196,2024-04-06,320.57,PROD3100,Books
ORD00394,CUST0156,2021-05-23,252.44,PROD7894,Fashion
ORD00395,CUST0458,2023-06-08,345.25,PROD1043,Toys
ORD00396,CUST0405,2025-07-30,404.09,PROD2065,Toys
ORD00397,CUST0277,2022-10-20,460.8,PROD1754,Toys
ORD00398,CUST0346,2021-04-18,168.82,PROD3014,Toys
ORD00399,CUST0252,2024-11-20,434.58,PROD9133,Home
ORD00400,CUST0414,2022-10-31,398.19,PROD4035,Toys
ORD00401,CUST0141,2023-08-21,292.83,PROD6489,Books
ORD00402,CUST0348,2021-04-23,183.59,PROD5550,Home
ORD00403,CUST0482,2022-02-19,304.89,PROD9024,Beauty
ORD00404,CUST0304,2021-10-12,35.43,PROD7164,Beauty
ORD00405,CUST0233,2023-09-24,200.19,PROD7275,Fashion
ORD00406,CUST0100,2025-07-11,195.74,PROD5073,Books
ORD00407,CUST0420,2022-10-08,209.6,PROD2704,Home
ORD00408,CUST0248,2024-10-01,245.67,PROD2495,Home
ORD00409,CUST0462,2022-10-04,330.8,PROD7138,Toys
ORD00410,CUST0079,2023-12-11,23.54,PROD6917,Toys
ORD00411,CUST0068,2021-01-16,326.48,PROD1316,Home
ORD00412,CUST0061,2023-12-02,496.21,PROD9632,Toys
ORD00413,CUST0486,2025-01-07,138.04,PROD9618,Beauty
ORD00414,CUST0044,2022-11-08,433.85,PROD9147,Toys
ORD00415,CUST0075,2023-07-19,354.49,PROD1116,Beauty
ORD00416,CUST0410,2022-02-28,17.57,PROD4473,Toys
ORD00417,CUST0427,2025-06-24,273.25,PROD6192,Home
ORD00418,CUST0087,2022-06-01,49.36,PROD4707,Beauty
ORD00419,CUST0003,2020-12-02,291.77,PROD9593,Electronics
ORD00420,CUST0080,2021-03-01,312.04,PROD4593,Books
